#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T16:26:09 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T16:26:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/278/28&-out.max=1000&-out.add=_RAJ2000,_DEJ2000&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22780028
#Name: J/ApJS/278/28
#Title: CL-AGN from the DESI. II. Stat. properties from DR1 (Guo+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	creator=Guo W.-J.	    First author or institution
#INFO	cites=bibcode:2025ApJS..278...28G	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/278/28	    Dataset landing page
#INFO	publication_date=2026-05-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_278_28_spdesi:
#Name: J/ApJS/278/28/spdesi
#Title: Metadata for DESI spectra used and the luminosities and masses derived
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	TargetID	(I19)	DESI target identifier (TARGETID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension, DESI (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-10.1/68] Declination, DESI (J2000) (Dec)	[ucd=pos.eq.dec;meta.main]
#Column	zspec	(F8.5)	[0.059/0.9] Spectroscopic redshift from DESI (Redshift)	[ucd=src.redshift]
#Column	Survey	(a7)	Survey ID (SURVEY) (1)	[ucd=meta.id]
#Column	Prog	(A6)	DESI program ID (PROGRAM)	[ucd=meta.id;obs]
#Column	Healpix	(I5)	[34/49105] HEALPIX pixel ID (HEALPIX)	[ucd=meta.id;pos.frame]
#Column	MJD	(I5)	[51578/58514] Mean modified Julian Data of coadded spectra (MJD)	[ucd=time.epoch;stat.mean]
#Column	logL5100	(F8.5)	[40.3/45.2] Log, Continuum luminosity at 5100{AA} (LOG_L5100)	[ucd=phys.luminosity;em.opt]
#Column	e_logL5100	(F9.5)	[0.0028/146.5] Uncertainty in logL5100 (LOG_L5100_ERR)	[ucd=stat.error;phys.luminosity;em.opt]
#Column	logL2500	(F8.5)	[40/45.5] Log, Extrapolated luminosity at 2500{AA} (LOG_L2500)	[ucd=phys.luminosity;em.UV.200-300nm]
#Column	e_logL2500	(F9.5)	[0.0028/146.5] Uncertainty in logL2500 (LOG_L2500_ERR)	[ucd=stat.error;phys.luminosity;em.UV.200-300nm]
#Column	logLMgII	(F8.5)	[39.6/43.7]? Log, broad MgII line luminosity (LOG_LMgII)	[ucd=phys.luminosity;spect.line]
#Column	e_logLMgII	(F8.5)	[0.028/3]? Uncertainty in logLMgII (LOG_LMgII_ERR)	[ucd=stat.error;phys.luminosity;spect.line]
#Column	logLHb	(F8.5)	[36.3/43.4] Log, broad H{beta} line luminosity (LOG_LHB)	[ucd=phys.luminosity;em.line.Hbeta]
#Column	e_logLHb	(F9.6)	[0/3] Uncertainty in logLHb (LOG_LHB_ERR)	[ucd=stat.error;phys.luminosity;em.line.Hbeta]
#Column	logLHa	(F8.5)	[39.29/43.3]? Log, broad H{alpha} line luminosity (LOG_LHA)	[ucd=phys.luminosity;em.line.Halpha]
#Column	e_logLHa	(F9.6)	[0/2.6]? Uncertainty in logLHa (LOG_LHA_ERR)	[ucd=stat.error;phys.luminosity;em.line.Halpha]
#Column	logMBH-Hb	(F8.5)	[6.49/9.51]? Log, black hole mass from H{beta} (LOG_MBH_HB)	[ucd=phys.mass]
#Column	e_logMBH-Hb	(F8.5)	[0.12/0.9]? Uncertainty in logMBH-Hb (LOG_MBH_HB_ERR)	[ucd=stat.error;phys.mass]
#Column	logMBH-Ha	(F8.5)	[5.2/9.2]? Log, black hole mass from H{alpha} (LOG_MBH_HA)	[ucd=phys.mass]
#Column	e_logMBH-Ha	(F8.5)	[0.13/85]? Uncertainty in logMBH-Ha (LOG_MBH_HA_ERR)	[ucd=stat.error;phys.mass]
_RAJ2000	_DEJ2000	recno	TargetID	RAJ2000	DEJ2000	zspec	Survey	Prog	Healpix	MJD	logL5100	e_logL5100	logL2500	e_logL2500	logLMgII	e_logLMgII	logLHb	e_logLHb	logLHa	e_logLHa	logMBH-Hb	e_logMBH-Hb	logMBH-Ha	e_logMBH-Ha
206.9503000	+40.7757600	     347	  39633091077083046	206.95030	+40.77576	 0.27006	main   	bright	10660	53050	42.98311	  0.21612	42.67354	  0.21612	        	        	40.79963	 0.424190	42.04697	 0.044280	        	        	 7.76582	 0.24871
207.0155600	+45.6245800	     348	  39633175051242944	207.01556	+45.62458	 0.15745	main   	bright	10684	53082	43.48956	  0.01529	43.32670	  0.01529	        	        	41.23218	 0.077350	41.70227	 0.031800	 7.45005	 0.13195	 7.49805	 0.14748
207.0570000	+13.5343900	     349	  39628111607760845	207.05700	+13.53439	 0.50923	main   	dark  	26494	56010	44.02996	  0.01956	44.32574	  0.01956	42.62356	 0.14476	42.19588	 0.051740	        	         	 8.87134	 0.16525	        	
207.2985400	+36.7027700	     350	  39633015550249572	207.29854	+36.70277	 0.46663	main   	dark  	10626	55243	43.22579	  0.24487	43.00893	  0.24487	41.58813	 0.75405	41.35270	 0.246850	        	         	        	        	        	
207.4946700	-00.1891400	     351	  39627782166157097	207.49467	-00.18914	 0.10202	main   	bright	26021	51666	43.06787	  0.01652	42.83762	  0.01652	        	        	41.08412	 0.043760	41.65123	 0.008490	 7.15443	 0.13625	 6.99178	 0.13620
207.7905900	+37.4863500	     352	  39633030037374563	207.79059	+37.48635	 0.68933	main   	dark  	10626	55243	44.28602	  0.02779	44.52045	  0.02779	42.98792	 0.21715	42.49935	 0.081540	        	         	 8.72700	 0.13776	        	
207.8263700	+46.0486600	     353	  39633183515346915	207.82637	+46.04866	 0.30331	main   	bright	10679	56781	42.89310	  0.24894	42.78126	  0.24894	        	        	40.98155	 0.571410	41.73064	 0.068640	        	        	 7.94505	 0.20622
208.4977700	+08.7574200	     354	  39627998948756960	208.49777	+08.75742	 0.15353	main   	bright	26447	53559	42.88022	  0.08989	42.89495	  0.08989	        	        	41.02948	 0.272490	41.88293	 0.128940	 8.26878	 0.18588	 8.45236	 0.16245
208.5129800	+27.1107400	     355	  39628417355747517	208.51298	+27.11074	 0.50944	main   	bright	10310	56105	43.04727	  0.78667	43.26643	  0.78667	41.78811	 0.94045	41.36099	 1.068070	        	         	        	        	        	
209.1024700	+35.1369800	     356	  39632986194314191	209.10247	+35.13698	 0.79827	main   	dark  	10536	55268	44.06750	  0.13282	43.80638	  0.13282	42.12459	 0.14476	39.43695	 0.108570	        	         	        	        	        	
209.5067900	+11.8921900	     357	  39628076266556881	209.50679	+11.89219	 0.26704	main   	bright	26484	53144	43.07549	  0.15692	42.76592	  0.15692	        	        	40.90978	 0.475020	41.86810	 0.066240	        	        	 7.63988	 0.18311
210.0693900	-01.1394800	     358	  39627758053099066	210.06939	-01.13948	 0.35004	main   	bright	26002	52443	44.33730	  0.01737	45.42947	  0.01737	        	        	42.86476	 0.035980	        	         	 8.81865	 0.18031	        	
210.2115600	-02.6172000	     359	  39627727854113051	210.21156	-02.61720	 0.67139	main   	dark  	25989	55361	43.96741	  0.13761	43.65784	  0.13761	41.86796	 0.08686	40.42113	 0.144760	        	         	        	        	        	
210.4952400	+43.3974500	     360	  39633140527925680	210.49524	+43.39745	 0.40329	main   	bright	10653	53115	43.94518	  0.06214	43.83297	  0.06214	        	        	41.82117	 0.185390	        	         	        	        	        	
210.6352500	+31.7774500	     361	  39628517524113503	210.63525	+31.77745	 0.73445	main   	dark  	10335	55276	44.62754	  0.01574	44.92013	  0.01574	43.15098	 0.08686	42.81531	 0.065840	        	         	 9.18876	 0.27685	        	
210.7040400	+07.0929000	     362	  39627957064439250	210.70404	+07.09290	 0.36504	main   	bright	26437	54176	43.67051	  0.08269	43.36117	  0.08269	        	        	38.74760	 0.086860	        	         	        	        	        	
211.9727600	+28.2358600	     363	  39628444203487260	211.97276	+28.23586	 0.11227	main   	bright	 8955	53793	42.63752	  0.11291	42.74948	  0.11291	        	        	40.46730	 1.293180	41.54565	 0.028790	 6.85263	 0.68480	 7.14445	 0.16227
212.4641800	-03.2760200	     364	  39627709776662365	212.46418	-03.27602	 0.81861	main   	dark  	25912	55383	44.62889	  0.05086	44.31932	  0.05086	42.31357	 1.47292	42.41463	 0.241760	        	         	        	        	        	
212.4905100	-01.4807100	     365	  39627752051053384	212.49051	-01.48071	 0.13558	sv3    	bright	25915	55383	43.21712	  0.02593	43.19351	  0.02593	        	        	41.19960	 0.109190	41.40963	 0.145390	 8.27034	 0.18209	 7.40503	 0.16192
213.0786700	+44.7546900	     366	  39633162300556291	213.07867	+44.75469	 0.18446	main   	bright	10691	53115	43.41684	  0.02645	43.16510	  0.02645	        	        	41.34609	 0.079510	41.96586	 0.020230	 7.55485	 0.16671	 7.56468	 0.13715
213.2246600	+54.0039900	     367	  39633308119729809	213.22466	+54.00399	 0.18744	main   	bright	11433	57544	43.53129	  0.02323	43.43690	  0.02323	        	        	41.31046	 0.131860	41.82193	 0.041320	 7.73311	 0.16429	 7.68501	 0.26815
213.3523200	+46.0739300	     368	  39633183582453843	213.35232	+46.07393	 0.43869	main   	bright	10701	56368	43.59376	  0.15160	43.28420	  0.15160	42.29881	 0.08686	41.25262	 0.748210	        	         	        	        	        	
213.8977500	+02.3941000	     369	  39627848712982072	213.89775	+02.39410	 0.35262	main   	bright	26054	51994	43.52132	  0.13719	43.25129	  0.13719	        	        	37.67799	 0.217150	        	         	        	        	        	
214.3076300	+37.4236300	     370	  39633030125454106	214.30763	+37.42363	 0.21272	main   	bright	10545	53084	43.41423	  0.03196	43.10466	  0.03196	        	        	41.06763	 1.039990	41.88333	 0.032550	 8.40709	 0.15941	 8.41251	 0.13731
214.3963000	+04.6651900	     371	  39627903012439216	214.39630	+04.66519	 0.43759	main   	bright	26074	55654	43.71973	  0.08041	44.08771	  0.08041	42.54872	 2.82790	42.03075	 0.116540	        	         	 7.79102	 0.13567	        	
214.6474800	+02.9168000	     372	  39627860805160292	214.64748	+02.91680	 0.16336	main   	bright	26055	51994	43.25920	  0.03143	43.16416	  0.03143	        	        	40.94542	 0.107390	41.56263	 0.045340	 6.85509	 0.17811	 7.06215	 0.23012
215.7228200	+47.5478500	     373	2305843020437655186	215.72282	+47.54785	 0.19995	main   	backup	10707	53462	44.31140	  0.01108	44.24602	  0.01108	        	        	42.28004	 0.321590	42.87761	 0.010540	 8.68796	 0.13633	 8.59995	 0.13382
216.3757900	+05.4599000	     374	  39627921106670055	216.37579	+05.45990	 0.71323	main   	dark  	26076	55653	44.52937	  0.01845	44.68663	  0.01845	43.06580	 1.36739	42.49448	 0.459590	        	         	 9.50974	 0.15857	        	
216.9955200	+06.3949100	     375	  39627945165194269	216.99552	+06.39491	 0.75321	main   	dark  	26079	55691	43.68988	  0.27404	43.38803	  0.27404	41.77168	 0.08686	41.37045	 0.808630	        	         	        	        	        	
217.0544100	+04.8799000	     376	  39627909077405498	217.05441	+04.87990	 0.44643	main   	bright	26070	52027	43.08311	  0.34251	44.32161	  0.34251	        	        	41.68309	 0.410080	        	         	        	        	        	
217.2635500	+38.3498600	     377	  39633044503528893	217.26355	+38.34986	 0.79809	main   	dark  	10570	56044	44.51087	  0.00762	44.83164	  0.00762	43.08934	 0.08320	42.57875	 0.071730	        	         	 8.43289	 0.12773	        	
217.5668800	+23.0623400	     378	  39628329787067350	217.56688	+23.06234	 0.08103	main   	bright	 8913	53494	43.00340	  0.01575	44.00411	  0.01575	        	        	41.62234	 0.021200	42.24703	 0.004150	 8.18875	 0.12947	 7.99477	 0.13649
217.7569000	-00.7143500	     379	  39627770262716602	217.75690	-00.71435	 0.33440	main   	dark  	25956	51637	43.49049	  0.04558	44.37421	  0.04558	        	        	42.01676	 0.039470	42.60324	 0.000000	        	        	 8.16156	 0.16546
218.1396900	+06.8457300	     380	  39627951188218233	218.13969	+06.84573	 0.58407	main   	dark  	 8328	53531	44.15511	  0.03103	44.28533	  0.03103	43.04253	 1.84605	42.28297	 0.081550	        	         	        	        	        	
218.2181800	+39.0460900	     381	  39633058705441245	218.21818	+39.04609	 0.33133	main   	bright	10571	52797	42.80041	  0.42701	42.49085	  0.42701	        	        	40.91813	 0.890660	41.85468	 0.074750	        	        	 7.18619	 0.30004
218.8689800	+03.4936000	     382	  39627872943474212	218.86898	+03.49360	 0.23832	main   	bright	25982	55682	43.79183	  0.02395	43.65979	  0.02395	        	        	41.57928	 0.113660	42.09075	 0.033980	        	        	 8.11383	 0.13385
219.3019800	+31.3716500	     383	  39628507327761993	219.30198	+31.37165	 0.86284	main   	dark  	 9138	55277	43.33482	  0.58194	43.39821	  0.58194	41.73561	 0.10857	39.89080	 0.108570	        	         	        	        	        	
219.3104300	+37.7935000	     384	  39633034986654454	219.31043	+37.79350	 0.74495	main   	dark  	10563	56041	44.62131	  0.00615	44.80423	  0.00615	43.16390	 2.02604	42.73253	 0.050900	        	         	 8.49175	 0.13333	        	
219.3178300	+28.4434800	     385	  39628449635109865	219.31783	+28.44348	 0.81433	main   	dark  	 9100	56069	44.09951	  0.03531	44.38117	  0.03531	42.72160	 0.10857	42.48515	 0.117190	        	         	 8.38913	 0.13485	        	
219.3233400	+39.1457900	     386	  39633063415644727	219.32334	+39.14579	 0.70881	main   	bright	10572	56046	44.05679	  0.11353	44.12416	  0.11353	42.71386	 0.39630	41.90180	 0.409660	        	         	        	        	        	
219.5614900	+42.5683300	     387	  39633122928627271	219.56149	+42.56833	 0.44679	main   	bright	10608	53112	43.99625	  0.07872	43.98170	  0.07872	        	        	41.93430	 0.152840	        	         	 8.47753	 0.13723	        	
219.8729800	-00.1884200	     388	  39627782375869127	219.87298	-00.18842	 0.35170	main   	bright	25946	51663	43.67249	  0.13825	43.58213	  0.13825	        	        	41.90110	 0.146840	        	         	        	        	        	
220.0166200	+06.3268300	     389	  39627939209282482	220.01662	+06.32683	 0.53989	main   	dark  	 8321	55684	44.50431	  0.01805	44.80386	  0.01805	43.11382	 0.14476	42.64165	 0.054690	        	         	 9.02903	 0.13567	        	
220.1878500	+51.2592500	     390	  39633267716000823	220.18785	+51.25925	 0.26045	main   	bright	11397	52786	43.73972	  0.03489	43.57434	  0.03489	        	        	41.36332	 0.192550	42.24027	 0.018350	        	        	 7.81075	 0.13453
220.2132000	+02.7377100	     391	  39627854857637949	220.21320	+02.73771	 0.39698	main   	bright	25974	55620	43.59550	  0.08196	43.28590	  0.08196	        	        	41.52201	 0.310640	42.19351	 0.123740	 8.17963	 0.17116	 8.30276	 0.14414
220.6636300	+28.6654500	     392	  39628454961877174	220.66363	+28.66545	 0.61725	main   	bright	 9101	56069	44.25779	  0.06594	44.54966	  0.06594	42.90053	 2.07426	42.39484	 0.139500	        	         	 8.31947	 0.29635	        	
221.2825600	+00.2412600	     393	  39627794480628480	221.28256	+00.24126	 0.61038	main   	dark  	25945	55352	44.09528	  0.06619	43.78570	  0.06619	41.88484	 0.14476	41.36671	 0.435700	        	         	        	        	        	
222.0568500	+08.1262000	     394	  39627987217288692	222.05685	+08.12620	 0.44135	main   	dark  	 8336	54555	44.42064	  0.01262	45.39598	  0.01262	        	        	42.88263	 0.012550	        	         	 8.70457	 0.12520	        	
222.9089300	+04.0264400	     395	  39627885073401896	222.90893	+04.02644	 0.81510	main   	dark  	 8225	55706	44.97887	  0.00287	45.13016	  0.00287	43.44358	 0.21715	43.08233	 0.024330	        	         	 9.39803	 0.13592	        	
223.7751500	+11.8558500	     396	  39628070583275746	223.77515	+11.85585	 0.12465	main   	bright	 8392	53521	42.82549	  0.06695	42.51593	  0.06695	        	        	40.54953	 0.225200	40.88299	 1.799670	        	        	 6.86887	 0.22548
223.7851800	+02.3424100	     397	  39627842840953585	223.78518	+02.34241	 0.48148	main   	bright	 8201	55624	43.46084	  0.29084	43.44309	  0.29084	41.75805	 0.83920	41.47927	 0.603940	        	         	        	        	        	
224.3124600	+37.6264600	     398	  39633035053762655	224.31246	+37.62646	 0.18100	main   	bright	 9202	52790	43.26686	  0.04700	43.28235	  0.04700	        	        	41.45648	 0.127490	42.08138	 0.012240	 8.48817	 0.16866	 8.21825	 0.14269
224.4952600	+03.4883800	     399	  39627873035751374	224.49526	+03.48838	 0.61767	main   	dark  	 8206	55707	43.89529	  0.08011	43.88544	  0.08011	42.39105	 0.84682	41.66576	 0.376770	        	         	 7.94617	 0.21969	        	
224.4961300	+29.8457400	     400	  39628476126335000	224.49613	+29.84574	 0.50258	main   	dark  	 9109	54138	43.64892	  0.05657	43.89423	  0.05657	42.22433	 0.15872	41.79934	 0.178500	        	         	        	        	        	
224.8079500	+36.0143000	     401	  39633001172174465	224.80795	+36.01430	 0.55269	main   	dark  	 9200	53121	44.54090	  0.01180	44.89781	  0.01180	42.98058	 0.17523	42.74235	 0.054680	        	         	 9.07478	 0.18296	        	
224.8201800	+34.2425500	     402	  39632966518835593	224.82018	+34.24255	 0.43035	main   	bright	 9166	55653	43.70285	  0.02928	44.71894	  0.02928	42.78462	 0.23804	42.18732	 0.078610	42.85971	 0.000000	 8.09167	 0.18024	 8.52307	 0.21261
225.2331800	-01.8734500	     403	  39627746225165661	225.23318	-01.87345	 0.11109	main   	bright	45052	52380	43.36873	  0.03023	43.43959	  0.03023	        	        	41.29503	 0.119580	41.77280	 0.061920	 7.67704	 0.26541	 7.44970	 0.33978
225.6374100	+06.3938000	     404	  39627945307802916	225.63741	+06.39380	 0.64329	main   	dark  	 8241	55712	44.75307	  0.01173	45.06881	  0.01173	43.16273	 0.47329	42.99317	 0.049080	        	         	 9.03466	 0.14918	        	
226.9057400	-02.6021900	     405	  39627728135131513	226.90574	-02.60219	 0.51204	main   	dark  	45045	55329	44.29161	  0.01331	44.58301	  0.01331	42.86687	 0.08686	42.37598	 0.039510	        	         	 8.45009	 0.12548	        	
227.5738900	+12.9724800	     406	  39628100169894823	227.57389	+12.97248	 0.38445	main   	bright	 8400	54533	44.19099	  0.03775	44.83048	  0.03775	        	        	42.54270	 0.035220	        	         	 8.39542	 0.12697	        	
227.8252000	+27.2124100	     407	  39628423030638066	227.82520	+27.21241	 0.22949	main   	bright	 8991	54539	43.78157	  0.02769	43.61176	  0.02769	        	        	41.49867	 0.178410	41.82321	 0.021790	 8.17823	 0.51771	 7.78524	 0.15475
227.8656100	+03.0613000	     408	  39627861027457423	227.86561	+03.06130	 0.16088	main   	bright	 8208	52057	43.61648	  0.01939	43.69069	  0.01939	        	        	41.41405	 0.228050	41.97215	 0.020940	 8.41258	 0.21416	 8.16931	 0.13889
228.2808200	+03.9497500	     409	  39627885161484764	228.28082	+03.94975	 0.35507	main   	bright	 8209	52057	42.88320	  0.16284	43.95312	  0.16284	        	        	41.65644	 0.174420	        	         	        	        	        	
228.3813000	+04.0738000	     410	  39627885165675902	228.38130	+04.07380	 0.11111	main   	bright	 8211	52057	43.48752	  0.01605	43.53082	  0.01605	        	        	41.08349	 0.075710	41.81705	 0.015980	 7.32896	 0.17659	 7.57000	 0.13279
228.4237300	+29.7862000	     411	  39628476185053519	228.42373	+29.78620	 0.59629	main   	dark  	 9062	54144	43.44563	  0.29117	43.13606	  0.29117	42.22756	 0.21715	41.62294	 0.457880	        	         	        	        	        	
228.4407000	+31.1903000	     412	  39628507461976350	228.44070	+31.19030	 0.07205	main   	bright	 9069	53149	42.67312	  0.02674	42.46246	  0.02674	        	        	40.28029	 0.114540	41.04491	 0.016770	 6.56315	 0.17157	 6.52215	 0.17123
228.9347300	+12.9018900	     413	  39628100190867995	228.93473	+12.90189	 0.79242	main   	dark  	 8315	56013	43.80213	  0.11757	43.81829	  0.11757	42.72304	 0.10857	41.79032	 0.561900	        	         	 8.74991	 0.20085	        	
229.0455100	+21.0362500	     414	  39628285109339812	229.04551	+21.03625	 0.56608	main   	dark  	 8632	55680	44.11598	  0.01620	44.55371	  0.01620	42.67621	 0.10857	42.21636	 0.070050	        	         	 8.22241	 0.22274	        	
229.5224100	+32.6749200	     415	  39632936315650065	229.52241	+32.67492	 0.75627	main   	dark  	 9081	53116	44.55469	  0.01244	45.13588	  0.01244	43.13954	 0.14880	42.46991	 0.099950	        	         	 9.05950	 0.15369	        	
229.5942700	+10.7618400	     416	  39628046960951696	229.59427	+10.76184	 0.22296	main   	bright	 8306	53854	43.53640	  0.08806	43.24217	  0.08806	        	        	40.61524	 1.702450	42.40801	 0.040400	        	        	 7.69403	 0.14421
229.6162800	+42.2017400	     417	  39633118583326516	229.61628	+42.20174	 0.84346	main   	dark  	 9893	56067	44.23747	  0.03593	44.40384	  0.03593	42.98055	 0.28081	42.36507	 0.146170	        	         	 9.02432	 0.15861	        	
230.1859900	+39.8250900	     418	  39633072894773691	230.18599	+39.82509	 0.43937	main   	bright	 9870	52736	43.58468	  0.19267	43.49336	  0.19267	42.00405	 0.48999	40.92575	 1.266010	        	         	        	        	        	
230.6883000	+42.7475200	     419	  39633127521387648	230.68830	+42.74752	 0.10962	main   	bright	 9904	53433	43.22110	  0.01858	43.08834	  0.01858	        	        	41.04133	 0.056810	41.65073	 0.014820	 7.23174	 0.25737	 7.22804	 0.13433
230.7446800	+01.4465300	     420	  39636620927835536	230.74468	+01.44653	 0.33129	main   	bright	31411	54559	40.36284	146.40697	40.05326	146.40697	        	        	37.90560	 0.217150	41.37645	 0.596370	        	        	 5.20542	84.91614
230.9194600	+03.0835100	     421	  39627861077790477	230.91946	+03.08351	 0.66704	main   	dark  	31420	55635	43.34337	  0.35994	43.42915	  0.35994	41.95411	 0.41131	40.81984	 1.999930	        	         	        	        	        	
231.2594600	+34.7898700	     422	  39632976585166172	231.25946	+34.78987	 0.23294	main   	dark  	 9085	52814	43.17305	  0.05249	42.91069	  0.05249	        	        	41.16116	 0.203670	41.76797	 0.035950	        	        	 7.38083	 0.14005
231.3232100	+40.2326900	     423	  39633082185155051	231.32321	+40.23269	 0.38437	main   	dark  	 9869	58175	43.41337	  0.09617	43.35574	  0.09617	        	        	41.53054	 0.135270	42.03230	 0.060440	        	        	 8.24974	 0.18000
232.0357100	+35.7949800	     424	  39632996365502325	232.03571	+35.79498	 0.72828	main   	dark  	 9771	56036	44.42021	  0.03147	44.42720	  0.03147	43.02548	 0.94111	42.62753	 0.171970	        	         	        	        	        	
232.8740400	+32.9832000	     425	  39632941441092642	232.87404	+32.98320	 0.12597	main   	bright	 9077	52823	41.82128	  0.39067	43.03736	  0.39067	        	        	38.69119	 0.108570	41.22157	 0.099890	        	        	 6.27271	 0.30128
233.2794100	+20.1520500	     426	  39628268202100906	233.27941	+20.15205	 0.71558	main   	dark  	 8604	53886	44.44388	  0.04218	44.65120	  0.04218	43.07093	 0.08686	42.72900	 0.066780	        	         	 8.98707	 0.13153	        	
233.2917700	+27.4889500	     427	  39628428483234419	233.29177	+27.48895	 0.07207	main   	bright	 9040	54180	42.43376	  0.06977	42.42274	  0.06977	        	        	41.24523	 0.028620	42.15246	 0.004690	 7.73145	 0.14028	 7.54865	 0.15004
233.3748000	+07.6839200	     428	  39627975431295408	233.37480	+07.68392	 0.88431	main   	dark  	 8272	55735	44.84969	  0.00957	44.70031	  0.00957	42.89856	 1.28386	42.84793	 0.048160	        	         	 8.74754	 0.21552	        	
233.4891000	+07.3006500	     429	  39627963443972959	233.48910	+07.30065	 0.10028	main   	bright	 8272	54208	42.83945	  0.04356	42.80165	  0.04356	        	        	40.88849	 0.129070	41.57284	 0.022860	 8.25453	 0.13615	 8.15061	 0.14106
233.7594200	+34.9273300	     430	   2852118612410368	233.75942	+34.92733	 0.13104	main   	dark  	 9763	53144	43.81841	  0.00662	43.83725	  0.00662	        	        	41.96973	 0.016370	42.41269	 0.005280	        	        	 7.85881	 0.13056
233.7602800	+10.3640000	     431	  39628035137213084	233.76028	+10.36400	 0.56558	main   	dark  	 8284	56033	43.87117	  0.04834	44.19096	  0.04834	42.61984	 0.14476	42.01512	 0.154560	        	         	 8.14009	 0.13497	        	
233.7923300	+29.5644300	     432	  39628471005088881	233.79233	+29.56443	 0.61827	main   	dark  	 9043	53555	44.05352	  0.06432	44.04721	  0.06432	42.49742	 0.10857	38.54762	 0.108570	        	         	        	        	        	
233.9984500	+39.3394500	     433	  39633063604390700	233.99845	+39.33945	 0.65549	main   	dark  	 9872	56047	43.47045	  0.13184	43.87874	  0.13184	42.36330	 0.73604	41.84169	 0.298020	        	         	 7.51277	 0.16025	        	
234.3100800	+45.7299100	     434	  39633179610448211	234.31008	+45.72991	 0.46940	main   	bright	 9952	52781	43.84524	  0.13796	43.54157	  0.13796	42.45819	 2.35450	41.69621	 0.444950	        	         	        	        	        	
234.3919700	+46.2330300	     435	  39633188028416471	234.39197	+46.23303	 0.37805	main   	bright	 9952	52781	43.76968	  0.08960	43.46011	  0.08960	        	        	40.58704	 0.217150	        	         	        	        	        	
234.7358300	+08.0663100	     436	  39627981445923565	234.73583	+08.06631	 0.12597	main   	bright	31483	53859	42.45256	  0.14682	42.40844	  0.14682	        	        	40.17724	 0.659060	41.14627	 0.054970	 6.49149	 0.23341	 7.45811	 0.17072
235.1051700	+21.2460100	     437	  39628290842956157	235.10517	+21.24601	 0.39127	main   	dark  	 8648	54232	43.56952	  0.04599	44.42202	  0.04599	        	        	42.14090	 0.044760	        	         	        	        	        	
235.9145900	+31.7920700	     438	  39628517884825234	235.91459	+31.79207	 0.44186	main   	bright	 9731	53145	44.02617	  0.07851	43.71985	  0.07851	        	        	42.01115	 0.170450	        	         	        	        	        	
235.9899900	+10.1037500	     439	  39628029223244049	235.98999	+10.10375	 0.17536	main   	bright	 8448	54266	42.93906	  0.09326	42.74426	  0.09326	        	        	40.67090	 0.251970	41.50638	 0.070110	 6.96979	 0.20471	 7.04242	 0.20648
236.1302700	+32.8961600	     440	   2781709770686487	236.13027	+32.89616	 0.70123	main   	bright	 9737	55747	43.59100	  0.13843	44.20797	  0.13843	42.65865	 0.66354	42.40936	 0.191490	        	         	        	        	        	
236.3734700	+25.1910700	     441	  39628379758003474	236.37347	+25.19107	 0.11710	main   	bright	 8688	53846	43.48642	  0.01343	43.41306	  0.01343	        	        	41.46566	 0.030250	42.10291	 0.009820	 7.47982	 0.13348	 7.52792	 0.13551
236.4999600	+46.7992700	     442	  39633196387665257	236.49996	+46.79927	 0.54601	main   	bright	 9934	57878	44.07197	  0.08732	43.97282	  0.08732	42.41128	 0.23472	41.73413	 0.339140	        	         	        	        	        	
